audio_id,caption,jh,mark,,remove
playing_theremin_03_01,An audio clip of playing theremin.,jh,?,music,1
fox_barking_01_01,fox barking.,jh,1,,0
fox_barking_02_01,The sound of fox barking.,jh,1,,0
fox_barking_03_01,An audio clip of fox barking.,jh,1,,0
playing_ukulele_01_01,playing ukulele.,jh,?,music,1
playing_ukulele_02_01,The sound of playing ukulele.,jh,?,music,1
playing_ukulele_03_01,An audio clip of playing ukulele.,jh,?,music,1
parrot_talking_01_01,parrot talking.,jh,not working,,1
parrot_talking_02_01,The sound of parrot talking.,jh,not working,,1
parrot_talking_03_01,An audio clip of parrot talking.,jh,not working,,1
playing_cymbal_01_01,playing cymbal.,jh,?,music,1
playing_cymbal_02_01,The sound of playing cymbal.,jh,?,music,1
playing_cymbal_03_01,An audio clip of playing cymbal.,jh,?,music,1
people_shuffling_01_01,people shuffling.,jh,not working,,1
people_shuffling_02_01,The sound of people shuffling.,jh,not working,,1
people_shuffling_03_01,An audio clip of people shuffling.,jh,not working,,1
people_eating_noodle_01_01,people eating noodle.,jh,not working,,1
people_eating_noodle_02_01,The sound of people eating noodle.,jh,not working,,1
people_eating_noodle_03_01,An audio clip of people eating noodle.,jh,not working,,1
playing_steelpan_01_01,playing steelpan.,jh,?,music,1
playing_steelpan_02_01,The sound of playing steelpan.,jh,?,music,1
playing_steelpan_03_01,An audio clip of playing steelpan.,jh,?,music,1
people_farting_01_01,people farting.,jh,wrong,,1
people_farting_02_01,The sound of people farting.,jh,wrong,,1
people_farting_03_01,An audio clip of people farting.,jh,wrong,,1
running_electric_fan_01_01,running electric fan.,jh,1,,0
running_electric_fan_02_01,The sound of running electric fan.,jh,1,,0
running_electric_fan_03_01,An audio clip of running electric fan.,jh,1,,0
mouse_clicking_01_01,mouse clicking.,jh,wrong,actually keyboard,1
mouse_clicking_02_01,The sound of mouse clicking.,jh,wrong,,1
mouse_clicking_03_01,An audio clip of mouse clicking.,jh,wrong,,1
ice_cream_truck_ice_cream_van_01_01,"ice cream truck, ice cream van.",jh,not good,,1
ice_cream_truck_ice_cream_van_02_01,"The sound of ice cream truck, ice cream van.",jh,not good,,1
ice_cream_truck_ice_cream_van_03_01,"An audio clip of ice cream truck, ice cream van.",jh,not good,,1
chopping_food_01_01,chopping food.,jh,1,,0
chopping_food_02_01,The sound of chopping food.,jh,1,,0
chopping_food_03_01,An audio clip of chopping food.,jh,1,,0
lathe_spinning_01_01,lathe spinning.,jh,1,,0
lathe_spinning_02_01,The sound of lathe spinning.,jh,1,,0
lathe_spinning_03_01,An audio clip of lathe spinning.,jh,1,,0
playing_tympani_01_01,playing tympani.,jh,?,music,1
playing_tympani_02_01,The sound of playing tympani.,jh,?,music,1
playing_tympani_03_01,An audio clip of playing tympani.,jh,?,music,1
canary_calling_01_01,canary calling.,jh,not good,other animal,0
canary_calling_02_01,The sound of canary calling.,jh,not good,,0
canary_calling_03_01,An audio clip of canary calling.,jh,not good,,0
helicopter_01_01,helicopter.,jh,1,,0
helicopter_02_01,The sound of helicopter.,jh,1,,0
helicopter_03_01,An audio clip of helicopter.,jh,1,,0
playing_sitar_01_01,playing sitar.,jh,?,music,1
playing_sitar_02_01,The sound of playing sitar.,jh,?,music,1
playing_sitar_03_01,An audio clip of playing sitar.,jh,?,music,1
people_screaming_01_01,people screaming.,jh,1,,0
people_screaming_02_01,The sound of people screaming.,jh,1,,0
people_screaming_03_01,An audio clip of people screaming.,jh,1,,0
baby_crying_01_01,baby crying.,jh,1,,0
baby_crying_02_01,The sound of baby crying.,jh,1,,0
baby_crying_03_01,An audio clip of baby crying.,jh,1,,0
cell_phone_buzzing_01_01,cell phone buzzing.,jh,not working,,1
cell_phone_buzzing_02_01,The sound of cell phone buzzing.,jh,not working,,1
cell_phone_buzzing_03_01,An audio clip of cell phone buzzing.,jh,not working,,1
train_horning_01_01,train horning.,jh,1,,0
train_horning_02_01,The sound of train horning.,jh,1,,0
train_horning_03_01,An audio clip of train horning.,jh,1,,0
donkey_ass_braying_01_01,"donkey, ass braying.",jh,1,mix with other animal,0
donkey_ass_braying_02_01,"The sound of donkey, ass braying.",jh,1,,0
donkey_ass_braying_03_01,"An audio clip of donkey, ass braying.",jh,1,,0
striking_pool_01_01,striking pool.,jh,1,water sound,0
striking_pool_02_01,The sound of striking pool.,jh,1,,0
striking_pool_03_01,An audio clip of striking pool.,jh,1,,0
cat_meowing_01_01,cat meowing.,jh,1,,0
cat_meowing_02_01,The sound of cat meowing.,jh,1,,0
cat_meowing_03_01,An audio clip of cat meowing.,jh,1,,0
tractor_digging_01_01,tractor digging.,jh,1,,0
tractor_digging_02_01,The sound of tractor digging.,jh,1,,0
tractor_digging_03_01,An audio clip of tractor digging.,jh,1,,0
playing_hammond_organ_01_01,playing hammond organ.,jh,?,music,1
playing_hammond_organ_02_01,The sound of playing hammond organ.,jh,?,music,1
playing_hammond_organ_03_01,An audio clip of playing hammond organ.,jh,?,music,1
mouse_pattering_01_01,mouse pattering.,jh,wrong,keyboard sound,1
mouse_pattering_02_01,The sound of mouse pattering.,jh,wrong,,1
mouse_pattering_03_01,An audio clip of mouse pattering.,jh,wrong,,1
people_hiccup_01_01,people hiccup.,jh,not good,,0
people_hiccup_02_01,The sound of people hiccup.,jh,not good,,0
people_hiccup_03_01,An audio clip of people hiccup.,jh,not good,,0
air_conditioning_noise_01_01,air conditioning noise.,jh,1,background,0
air_conditioning_noise_02_01,The sound of air conditioning noise.,jh,1,,0
air_conditioning_noise_03_01,An audio clip of air conditioning noise.,jh,1,,0
playing_snare_drum_01_01,playing snare drum.,hw,1,,0
playing_snare_drum_02_01,The sound of playing snare drum.,hw,1,,0
playing_snare_drum_03_01,An audio clip of playing snare drum.,hw,1,,0
penguins_braying_01_01,penguins braying.,hw,?,,0
penguins_braying_02_01,The sound of penguins braying.,hw,?,,0
penguins_braying_03_01,An audio clip of penguins braying.,hw,?,,0
playing_hockey_01_01,playing hockey.,hw,?,,0
playing_hockey_02_01,The sound of playing hockey.,hw,?,,0
playing_hockey_03_01,An audio clip of playing hockey.,hw,?,,0
wood_thrush_calling_01_01,wood thrush calling.,hw,?,,0
wood_thrush_calling_02_01,The sound of wood thrush calling.,hw,?,,0
wood_thrush_calling_03_01,An audio clip of wood thrush calling.,hw,?,,0
stream_burbling_01_01,stream burbling.,hw,1,,0
stream_burbling_02_01,The sound of stream burbling.,hw,1,,0
stream_burbling_03_01,An audio clip of stream burbling.,hw,1,,0
playing_marimba_xylophone_01_01,"playing marimba, xylophone.",hw,1,,0
playing_marimba_xylophone_02_01,"The sound of playing marimba, xylophone.",hw,1,,0
playing_marimba_xylophone_03_01,"An audio clip of playing marimba, xylophone.",hw,1,,0
baby_laughter_01_01,baby laughter.,hw,?,,0
baby_laughter_02_01,The sound of baby laughter.,hw,?,,0
baby_laughter_03_01,An audio clip of baby laughter.,hw,?,,0
playing_tambourine_01_01,playing tambourine.,hw,?,remove,1
playing_tambourine_02_01,The sound of playing tambourine.,hw,?,remove,1
playing_tambourine_03_01,An audio clip of playing tambourine.,hw,?,remove,1
singing_bowl_01_01,singing bowl.,hw,?,remove,1
singing_bowl_02_01,The sound of singing bowl.,hw,?,remove,1
singing_bowl_03_01,An audio clip of singing bowl.,hw,?,remove,1
engine_accelerating_revving_vroom_01_01,"engine accelerating, revving, vroom.",hw,1,,0
engine_accelerating_revving_vroom_02_01,"The sound of engine accelerating, revving, vroom.",hw,1,,0
engine_accelerating_revving_vroom_03_01,"An audio clip of engine accelerating, revving, vroom.",hw,1,,0
yodelling_01_01,yodelling.,hw,?,remove,1
yodelling_02_01,The sound of yodelling.,hw,?,remove,1
yodelling_03_01,An audio clip of yodelling.,hw,?,remove,1
machine_gun_shooting_01_01,machine gun shooting.,hw,1,,0
machine_gun_shooting_02_01,The sound of machine gun shooting.,hw,1,,0
machine_gun_shooting_03_01,An audio clip of machine gun shooting.,hw,1,,0
electric_grinder_grinding_01_01,electric grinder grinding.,hw,1,,0
electric_grinder_grinding_02_01,The sound of electric grinder grinding.,hw,1,,0
electric_grinder_grinding_03_01,An audio clip of electric grinder grinding.,hw,1,,0
swimming_01_01,swimming.,hw,?,,0
swimming_02_01,The sound of swimming.,hw,?,,0
swimming_03_01,An audio clip of swimming.,hw,?,,0
electric_shaver_electric_razor_shaving_01_01,"electric shaver, electric razor shaving.",hw,1,,0
electric_shaver_electric_razor_shaving_02_01,"The sound of electric shaver, electric razor shaving.",hw,1,,0
electric_shaver_electric_razor_shaving_03_01,"An audio clip of electric shaver, electric razor shaving.",hw,1,,0
people_babbling_01_01,people babbling.,hw,?,remove,1
people_babbling_02_01,The sound of people babbling.,hw,?,remove,1
people_babbling_03_01,An audio clip of people babbling.,hw,?,remove,1
police_car_(siren)_01_01,police car (siren).,hw,1,,0
police_car_(siren)_02_01,The sound of police car (siren).,hw,1,,0
police_car_(siren)_03_01,An audio clip of police car (siren).,hw,1,,0
opening_or_closing_car_doors_01_01,opening or closing car doors.,hw,?,remove,1
opening_or_closing_car_doors_02_01,The sound of opening or closing car doors.,hw,?,remove,1
opening_or_closing_car_doors_03_01,An audio clip of opening or closing car doors.,hw,?,remove,1
fireworks_banging_01_01,fireworks banging.,hw,1,,0
fireworks_banging_02_01,The sound of fireworks banging.,hw,1,,0
fireworks_banging_03_01,An audio clip of fireworks banging.,hw,1,,0
people_giggling_01_01,people giggling.,hw,1,,0
people_giggling_02_01,The sound of people giggling.,hw,1,,0
people_giggling_03_01,An audio clip of people giggling.,hw,1,,0
playing_djembe_01_01,playing djembe.,hw,1,,0
playing_djembe_02_01,The sound of playing djembe.,hw,1,,0
playing_djembe_03_01,An audio clip of playing djembe.,hw,1,,0
baltimore_oriole_calling_01_01,baltimore oriole calling.,hw,?,,0
baltimore_oriole_calling_02_01,The sound of baltimore oriole calling.,hw,?,,0
baltimore_oriole_calling_03_01,An audio clip of baltimore oriole calling.,hw,?,,0
sliding_door_01_01,sliding door.,hw,?,remove,1
sliding_door_02_01,The sound of sliding door.,hw,?,remove,1
sliding_door_03_01,An audio clip of sliding door.,hw,?,remove,1
typing_on_computer_keyboard_01_01,typing on computer keyboard.,hw,1,,0
typing_on_computer_keyboard_02_01,The sound of typing on computer keyboard.,hw,1,,0
typing_on_computer_keyboard_03_01,An audio clip of typing on computer keyboard.,hw,1,,0
people_running_01_01,people running.,hw,?,remove,1
people_running_02_01,The sound of people running.,hw,?,remove,1
people_running_03_01,An audio clip of people running.,hw,?,remove,1
hail_01_01,hail.,hw,?,remove,1
hail_02_01,The sound of hail.,hw,?,remove,1
hail_03_01,An audio clip of hail.,hw,?,remove,1
driving_snowmobile_01_01,driving snowmobile.,hw,?,,0
driving_snowmobile_02_01,The sound of driving snowmobile.,hw,?,,0
driving_snowmobile_03_01,An audio clip of driving snowmobile.,hw,?,,0
sailing_01_01,sailing.,hw,?,remove,1
sailing_02_01,The sound of sailing.,hw,?,remove,1
sailing_03_01,An audio clip of sailing.,hw,?,remove,1
civil_defense_siren_01_01,civil defense siren.,hw,1,,0
civil_defense_siren_02_01,The sound of civil defense siren.,hw,1,,0
civil_defense_siren_03_01,An audio clip of civil defense siren.,hw,1,,0
plastic_bottle_crushing_01_01,plastic bottle crushing.,hw,?,remove,1
plastic_bottle_crushing_02_01,The sound of plastic bottle crushing.,hw,?,remove,1
plastic_bottle_crushing_03_01,An audio clip of plastic bottle crushing.,hw,?,remove,1
elephant_trumpeting_01_01,elephant trumpeting.,hw,?,,0
elephant_trumpeting_02_01,The sound of elephant trumpeting.,hw,?,,0
elephant_trumpeting_03_01,An audio clip of elephant trumpeting.,hw,?,,0
goose_honking_01_01,goose honking.,hw,?,,0
goose_honking_02_01,The sound of goose honking.,hw,?,,0
goose_honking_03_01,An audio clip of goose honking.,hw,?,,0
eating_with_cutlery_01_01,eating with cutlery.,hw,?,remove,1
eating_with_cutlery_02_01,The sound of eating with cutlery.,hw,?,remove,1
eating_with_cutlery_03_01,An audio clip of eating with cutlery.,hw,?,remove,1
dog_bow-wow_01_01,dog bow-wow.,hw,?,,0
dog_bow-wow_02_01,The sound of dog bow-wow.,hw,?,,0
dog_bow-wow_03_01,An audio clip of dog bow-wow.,hw,?,,0
cattle_bovinae_cowbell_01_01,"cattle, bovinae cowbell.",hw,?,,0
cattle_bovinae_cowbell_02_01,"The sound of cattle, bovinae cowbell.",hw,?,,0
cattle_bovinae_cowbell_03_01,"An audio clip of cattle, bovinae cowbell.",hw,?,,0
people_eating_crisps_01_01,people eating crisps.,hw,?,remove,1
people_eating_crisps_02_01,The sound of people eating crisps.,hw,?,remove,1
people_eating_crisps_03_01,An audio clip of people eating crisps.,hw,?,remove,1
skidding_01_01,skidding.,hw,?,remove,1
skidding_02_01,The sound of skidding.,hw,?,remove,1
skidding_03_01,An audio clip of skidding.,hw,?,remove,1
dog_barking_01_01,dog barking.,hw,1,,0
dog_barking_02_01,The sound of dog barking.,hw,1,,0
dog_barking_03_01,An audio clip of dog barking.,hw,1,,0
squishing_water_01_01,squishing water.,hw,?,,0
squishing_water_02_01,The sound of squishing water.,hw,?,,0
squishing_water_03_01,An audio clip of squishing water.,hw,?,,0
roller_coaster_running_01_01,roller coaster running.,hw,?,remove,1
roller_coaster_running_02_01,The sound of roller coaster running.,hw,?,remove,1
roller_coaster_running_03_01,An audio clip of roller coaster running.,hw,?,remove,1
smoke_detector_beeping_01_01,smoke detector beeping.,hw,1,,0
smoke_detector_beeping_02_01,The sound of smoke detector beeping.,hw,1,,0
smoke_detector_beeping_03_01,An audio clip of smoke detector beeping.,hw,1,,0
ocean_burbling_01_01,ocean burbling.,hw,1,,0
ocean_burbling_02_01,The sound of ocean burbling.,hw,1,,0
ocean_burbling_03_01,An audio clip of ocean burbling.,hw,1,,0
airplane_flyby_01_01,airplane flyby.,hw,?,,0
airplane_flyby_02_01,The sound of airplane flyby.,hw,?,,0
airplane_flyby_03_01,An audio clip of airplane flyby.,hw,?,,0
firing_cannon_01_01,firing cannon.,hw,?,remove,1
firing_cannon_02_01,The sound of firing cannon.,hw,?,remove,1
firing_cannon_03_01,An audio clip of firing cannon.,hw,?,remove,1
ripping_paper_01_01,ripping paper.,hw,?,remove,1
ripping_paper_02_01,The sound of ripping paper.,hw,?,remove,1
ripping_paper_03_01,An audio clip of ripping paper.,hw,?,remove,1
alligators_crocodiles_hissing_01_01,"alligators, crocodiles hissing.",hw,?,,0
alligators_crocodiles_hissing_02_01,"The sound of alligators, crocodiles hissing.",hw,?,,0
alligators_crocodiles_hissing_03_01,"An audio clip of alligators, crocodiles hissing.",hw,?,,0
cuckoo_bird_calling_01_01,cuckoo bird calling.,hw,?,,0
cuckoo_bird_calling_02_01,The sound of cuckoo bird calling.,hw,?,,0
cuckoo_bird_calling_03_01,An audio clip of cuckoo bird calling.,hw,?,,0
people_cheering_01_01,people cheering.,hw,1,,0
people_cheering_02_01,The sound of people cheering.,hw,1,,0
people_cheering_03_01,An audio clip of people cheering.,hw,1,,0
people_sniggering_01_01,people sniggering.,hw,?,remove,1
people_sniggering_02_01,The sound of people sniggering.,hw,?,remove,1
people_sniggering_03_01,An audio clip of people sniggering.,hw,?,remove,1
playing_badminton_01_01,playing badminton.,hw,?,,0
playing_badminton_02_01,The sound of playing badminton.,hw,?,,0
playing_badminton_03_01,An audio clip of playing badminton.,hw,?,,0
frog_croaking_01_01,frog croaking.,hw,1,,0
frog_croaking_02_01,The sound of frog croaking.,hw,1,,0
frog_croaking_03_01,An audio clip of frog croaking.,hw,1,,0
people_burping_01_01,people burping.,hw,1,,0
people_burping_02_01,The sound of people burping.,hw,1,,0
people_burping_03_01,An audio clip of people burping.,hw,1,,0
golf_driving_01_01,golf driving.,hw,?,remove,1
golf_driving_02_01,The sound of golf driving.,hw,?,remove,1
golf_driving_03_01,An audio clip of golf driving.,hw,?,remove,1
people_sneezing_01_01,people sneezing.,hw,1,,0
people_sneezing_02_01,The sound of people sneezing.,hw,1,,0
people_sneezing_03_01,An audio clip of people sneezing.,hw,1,,0
mynah_bird_singing_01_01,mynah bird singing.,hw,?,,0
mynah_bird_singing_02_01,The sound of mynah bird singing.,hw,?,,0
mynah_bird_singing_03_01,An audio clip of mynah bird singing.,hw,?,,0
splashing_water_01_01,splashing water.,hw,?,,0
splashing_water_02_01,The sound of splashing water.,hw,?,,0
splashing_water_03_01,An audio clip of splashing water.,hw,?,,0
cattle_mooing_01_01,cattle mooing.,hw,?,,0
cattle_mooing_02_01,The sound of cattle mooing.,hw,?,,0
cattle_mooing_03_01,An audio clip of cattle mooing.,hw,?,,0
rapping_01_01,rapping.,hw,?,,0
rapping_02_01,The sound of rapping.,hw,?,,0
rapping_03_01,An audio clip of rapping.,hw,?,,0
cat_purring_01_01,cat purring.,hw,1,,0
cat_purring_02_01,The sound of cat purring.,hw,1,,0
cat_purring_03_01,An audio clip of cat purring.,hw,1,,0
magpie_calling_01_01,magpie calling.,hw,?,remove,1
magpie_calling_02_01,The sound of magpie calling.,hw,?,remove,1
magpie_calling_03_01,An audio clip of magpie calling.,hw,?,remove,1
strike_lighter_01_01,strike lighter.,hw,?,remove,1
strike_lighter_02_01,The sound of strike lighter.,hw,?,remove,1
strike_lighter_03_01,An audio clip of strike lighter.,hw,?,remove,1
people_eating_01_01,people eating.,hw,?,remove,1
people_eating_02_01,The sound of people eating.,hw,?,remove,1
people_eating_03_01,An audio clip of people eating.,hw,?,remove,1
francolin_calling_01_01,francolin calling.,hw,?,,0
francolin_calling_02_01,The sound of francolin calling.,hw,?,,0
francolin_calling_03_01,An audio clip of francolin calling.,hw,?,,0
bird_squawking_01_01,bird squawking.,hw,?,,0
bird_squawking_02_01,The sound of bird squawking.,hw,?,,0
bird_squawking_03_01,An audio clip of bird squawking.,hw,?,,0
playing_vibraphone_01_01,playing vibraphone.,hw,?,,0
playing_vibraphone_02_01,The sound of playing vibraphone.,hw,?,,0
playing_vibraphone_03_01,An audio clip of playing vibraphone.,hw,?,,0
playing_mandolin_01_01,playing mandolin.,hw,?,,0
playing_mandolin_02_01,The sound of playing mandolin.,hw,?,,0
playing_mandolin_03_01,An audio clip of playing mandolin.,hw,?,,0
lip_smacking_01_01,lip smacking.,hw,?,remove,1
lip_smacking_02_01,The sound of lip smacking.,hw,?,remove,1
lip_smacking_03_01,An audio clip of lip smacking.,hw,?,remove,1
zebra_braying_01_01,zebra braying.,hw,?,,0
zebra_braying_02_01,The sound of zebra braying.,hw,?,,0
zebra_braying_03_01,An audio clip of zebra braying.,hw,?,,0
disc_scratching_01_01,disc scratching.,hw,?,remove,1
disc_scratching_02_01,The sound of disc scratching.,hw,?,remove,1
disc_scratching_03_01,An audio clip of disc scratching.,hw,?,remove,1
popping_popcorn_01_01,popping popcorn.,hw,?,remove,1
popping_popcorn_02_01,The sound of popping popcorn.,hw,?,remove,1
popping_popcorn_03_01,An audio clip of popping popcorn.,hw,?,remove,1
cat_caterwauling_01_01,cat caterwauling.,hw,1,,0
cat_caterwauling_02_01,The sound of cat caterwauling.,hw,1,,0
cat_caterwauling_03_01,An audio clip of cat caterwauling.,hw,1,,0
ferret_dooking_01_01,ferret dooking.,hw,?,,0
ferret_dooking_02_01,The sound of ferret dooking.,hw,?,,0
ferret_dooking_03_01,An audio clip of ferret dooking.,hw,?,,0
wind_rustling_leaves_01_01,wind rustling leaves.,hw,1,,0
wind_rustling_leaves_02_01,The sound of wind rustling leaves.,hw,1,,0
wind_rustling_leaves_03_01,An audio clip of wind rustling leaves.,hw,1,,0
elk_bugling_01_01,elk bugling.,hw,?,,0
elk_bugling_02_01,The sound of elk bugling.,hw,?,,0
elk_bugling_03_01,An audio clip of elk bugling.,hw,?,,0
barn_swallow_calling_01_01,barn swallow calling.,hw,?,,0
barn_swallow_calling_02_01,The sound of barn swallow calling.,hw,?,,0
barn_swallow_calling_03_01,An audio clip of barn swallow calling.,hw,?,,0
volcano_explosion_01_01,volcano explosion.,hw,1,,0
volcano_explosion_02_01,The sound of volcano explosion.,hw,1,,0
volcano_explosion_03_01,An audio clip of volcano explosion.,hw,1,,0
heart_sounds_heartbeat_01_01,"heart sounds, heartbeat.",hw,1,,0
heart_sounds_heartbeat_02_01,"The sound of heart sounds, heartbeat.",hw,1,,0
heart_sounds_heartbeat_03_01,"An audio clip of heart sounds, heartbeat.",hw,1,,0
firing_muskets_01_01,firing muskets.,hw,1,,0
firing_muskets_02_01,The sound of firing muskets.,hw,1,,0
firing_muskets_03_01,An audio clip of firing muskets.,hw,1,,0
mouse_squeaking_01_01,mouse squeaking.,hw,?,,0
mouse_squeaking_02_01,The sound of mouse squeaking.,hw,?,,0
mouse_squeaking_03_01,An audio clip of mouse squeaking.,hw,?,,0
playing_timbales_01_01,playing timbales.,hw,?,,0
playing_timbales_02_01,The sound of playing timbales.,hw,?,,0
playing_timbales_03_01,An audio clip of playing timbales.,hw,?,,0
people_slapping_01_01,people slapping.,hw,?,remove,1
people_slapping_02_01,The sound of people slapping.,hw,?,remove,1
people_slapping_03_01,An audio clip of people slapping.,hw,?,remove,1
telephone_bell_ringing_01_01,telephone bell ringing.,hw,1,,0
telephone_bell_ringing_02_01,The sound of telephone bell ringing.,hw,1,,0
telephone_bell_ringing_03_01,An audio clip of telephone bell ringing.,hw,1,,0
playing_shofar_01_01,playing shofar.,hw,?,,0
playing_shofar_02_01,The sound of playing shofar.,hw,?,,0
playing_shofar_03_01,An audio clip of playing shofar.,hw,?,,0
opening_or_closing_drawers_01_01,opening or closing drawers.,hw,?,remove,1
opening_or_closing_drawers_02_01,The sound of opening or closing drawers.,hw,?,remove,1
opening_or_closing_drawers_03_01,An audio clip of opening or closing drawers.,hw,?,remove,1
chinchilla_barking_01_01,chinchilla barking.,hw,?,,0
chinchilla_barking_02_01,The sound of chinchilla barking.,hw,?,,0
chinchilla_barking_03_01,An audio clip of chinchilla barking.,hw,?,,0
people_whistling_01_01,people whistling.,hw,1,,0
people_whistling_02_01,The sound of people whistling.,hw,1,,0
people_whistling_03_01,An audio clip of people whistling.,hw,1,,0
spraying_water_01_01,spraying water.,hw,1,,0
spraying_water_02_01,The sound of spraying water.,hw,1,,0
spraying_water_03_01,An audio clip of spraying water.,hw,1,,0
playing_tuning_fork_01_01,playing tuning fork.,hw,?,remove,1
playing_tuning_fork_02_01,The sound of playing tuning fork.,hw,?,remove,1
playing_tuning_fork_03_01,An audio clip of playing tuning fork.,hw,?,remove,1
train_wheels_squealing_01_01,train wheels squealing.,hw,1,,0
train_wheels_squealing_02_01,The sound of train wheels squealing.,hw,1,,0
train_wheels_squealing_03_01,An audio clip of train wheels squealing.,hw,1,,0
bird_chirping_tweeting_01_01,"bird chirping, tweeting.",hw,1,,0
bird_chirping_tweeting_02_01,"The sound of bird chirping, tweeting.",hw,1,,0
bird_chirping_tweeting_03_01,"An audio clip of bird chirping, tweeting.",hw,1,,0
tornado_roaring_01_01,tornado roaring.,hw,1,,0
tornado_roaring_02_01,The sound of tornado roaring.,hw,1,,0
tornado_roaring_03_01,An audio clip of tornado roaring.,hw,1,,0
writing_on_blackboard_with_chalk_01_01,writing on blackboard with chalk.,hw,?,remove,1
writing_on_blackboard_with_chalk_02_01,The sound of writing on blackboard with chalk.,hw,?,remove,1
writing_on_blackboard_with_chalk_03_01,An audio clip of writing on blackboard with chalk.,hw,?,remove,1
extending_ladders_01_01,extending ladders.,hw,?,remove,1
extending_ladders_02_01,The sound of extending ladders.,hw,?,remove,1
extending_ladders_03_01,An audio clip of extending ladders.,hw,?,remove,1
scuba_diving_01_01,scuba diving.,hw,?,remove,1
scuba_diving_02_01,The sound of scuba diving.,hw,?,remove,1
scuba_diving_03_01,An audio clip of scuba diving.,hw,?,remove,1
typing_on_typewriter_01_01,typing on typewriter.,hw,1,,0
typing_on_typewriter_02_01,The sound of typing on typewriter.,hw,1,,0
typing_on_typewriter_03_01,An audio clip of typing on typewriter.,hw,1,,0
dog_howling_01_01,dog howling.,hw,?,,0
dog_howling_02_01,The sound of dog howling.,hw,?,,0
dog_howling_03_01,An audio clip of dog howling.,hw,?,,0
people_slurping_01_01,people slurping.,hw,?,remove,1
people_slurping_02_01,The sound of people slurping.,hw,?,remove,1
people_slurping_03_01,An audio clip of people slurping.,hw,?,remove,1
snake_rattling_01_01,snake rattling.,hw,?,remove,1
snake_rattling_02_01,The sound of snake rattling.,hw,?,remove,1
snake_rattling_03_01,An audio clip of snake rattling.,hw,?,remove,1
wind_chime_01_01,wind chime.,hw,1,,0
wind_chime_02_01,The sound of wind chime.,hw,1,,0
wind_chime_03_01,An audio clip of wind chime.,hw,1,,0
cheetah_chirrup_01_01,cheetah chirrup.,hw,?,,0
cheetah_chirrup_02_01,The sound of cheetah chirrup.,hw,?,,0
cheetah_chirrup_03_01,An audio clip of cheetah chirrup.,hw,?,,0
children_shouting_01_01,children shouting.,hw,1,,0
children_shouting_02_01,The sound of children shouting.,hw,1,,0
children_shouting_03_01,An audio clip of children shouting.,hw,1,,0
playing_gong_01_01,playing gong.,hw,?,,0
playing_gong_02_01,The sound of playing gong.,hw,?,,0
playing_gong_03_01,An audio clip of playing gong.,hw,?,,0
people_humming_01_01,people humming.,hw,?,remove,1
people_humming_02_01,The sound of people humming.,hw,?,remove,1
people_humming_03_01,An audio clip of people humming.,hw,?,remove,1
snake_hissing_01_01,snake hissing.,hw,?,,0
snake_hissing_02_01,The sound of snake hissing.,hw,?,,0
snake_hissing_03_01,An audio clip of snake hissing.,hw,?,,0
cat_hissing_01_01,cat hissing.,hw,?,,0
cat_hissing_02_01,The sound of cat hissing.,hw,?,,0
cat_hissing_03_01,An audio clip of cat hissing.,hw,?,,0
people_gargling_01_01,people gargling.,hw,1,,0
people_gargling_02_01,The sound of people gargling.,hw,1,,0
people_gargling_03_01,An audio clip of people gargling.,hw,1,,0
blowtorch_igniting_01_01,blowtorch igniting.,hw,?,remove,1
blowtorch_igniting_02_01,The sound of blowtorch igniting.,hw,?,remove,1
blowtorch_igniting_03_01,An audio clip of blowtorch igniting.,hw,?,remove,1
playing_bugle_01_01,playing bugle.,hw,?,,0
playing_bugle_02_01,The sound of playing bugle.,hw,?,,0
playing_bugle_03_01,An audio clip of playing bugle.,hw,?,,0
dinosaurs_bellowing_01_01,dinosaurs bellowing.,hw,?,remove,1
dinosaurs_bellowing_02_01,The sound of dinosaurs bellowing.,hw,?,remove,1
dinosaurs_bellowing_03_01,An audio clip of dinosaurs bellowing.,hw,?,remove,1
chipmunk_chirping_01_01,chipmunk chirping.,hw,?,,0
chipmunk_chirping_02_01,The sound of chipmunk chirping.,hw,?,,0
chipmunk_chirping_03_01,An audio clip of chipmunk chirping.,hw,?,,0
playing_zither_01_01,playing zither.,hw,?,,0
playing_zither_02_01,The sound of playing zither.,hw,?,,0
playing_zither_03_01,An audio clip of playing zither.,hw,?,,0
playing_darts_01_01,playing darts.,hw,?,,0
playing_darts_02_01,The sound of playing darts.,hw,?,,0
playing_darts_03_01,An audio clip of playing darts.,hw,?,,0
chopping_wood_01_01,chopping wood.,hw,1,,0
chopping_wood_02_01,The sound of chopping wood.,hw,1,,0
chopping_wood_03_01,An audio clip of chopping wood.,hw,1,,0
shot_football_01_01,shot football.,hw,?,remove,1
shot_football_02_01,The sound of shot football.,hw,?,remove,1
shot_football_03_01,An audio clip of shot football.,hw,?,remove,1
sea_lion_barking_01_01,sea lion barking.,hw,?,,0
sea_lion_barking_02_01,The sound of sea lion barking.,hw,?,,0
sea_lion_barking_03_01,An audio clip of sea lion barking.,hw,?,,0
dog_baying_01_01,dog baying.,hw,1,,0
dog_baying_02_01,The sound of dog baying.,hw,1,,0
dog_baying_03_01,An audio clip of dog baying.,hw,1,,0
sloshing_water_01_01,sloshing water.,hw,?,remove,1
sloshing_water_02_01,The sound of sloshing water.,hw,?,remove,1
